,filename,predictedCategory,actualCategory
1390,MICROSOFT ENTERPRISE ENROLLMENT AGMT NUMBER pdf txt,intellectual property,legal
1391,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company PRICING CHANGE ORDER MBPS PEX pdf txt,contracts,legal
1392,CLOUDCOACH INC QUOTATION ADDITIONAL LICENSES pdf txt,intellectual property,legal
1393,Abacus White Label Agreement Amend pdf txt,intellectual property,legal
1394,Fin Analytica Risk Framework Agreement pdf txt,contracts,legal
1395,Client CONNECTION AGMT Redacted pdf txt,intellectual property,legal
1396,CORPTAX INC ENGAGEMENT LETTER pdf txt,intellectual property,legal
1397,PWC Engagement Letter Eze Recurring Tax Services ver pdf txt,intellectual property,legal
1398,GOLDMAN SACHS EXECUTION CLEARING Limited Partner Limited Partnership SECOND AMENDED LIMITED SPONSORSHIP AGREEMENT Redacted pdf txt,contracts,legal
1399,Kisco Diamond Properties Lease pdf txt,contracts,legal
1400,Summary Agreements Impacted Change Control pdf txt,contracts,legal
1401,SENSE INSIGHTS INC FIRST AMENDMENT SUBSCRIPTION SERVICES ORDER FORM pdf txt,contracts,legal
1402,TSX INC EXHIBIT EFFECTIVE JUNE pdf txt,intellectual property,legal
1403,ECS Electronic Clearing Service Electronic Clearing System LLC Limited Liability Company ECS Electronic Clearing Service Electronic Clearing System Inc Addendum eff pdf txt,contracts,legal
1404,Client SUBSCRIBER AGREEMENT Redacted pdf txt,intellectual property,legal
1405,Cowen Occupancy Invoice Sub Sub Lease Invoice Wacker locked xlsx txt,technical and it,legal
1406,Eze Tradeweb TDIA ver pdf txt,intellectual property,legal
1407,DEUTSCHE BANK SECURITIES CONSENT LETTER Retained Earnings ASSIGNMENT FROM REALTICK ECTS redactions pdf txt,intellectual property,legal
1408,UBS LONDON BRANCH ADDENDUM BROKER BROKER FEE Redacted pdf txt,contracts,legal
1409,JEFF Locate ver redaction needed pdf txt,intellectual property,legal
1410,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company CENTURYLINK TOTAL ADVANTAGE pdf txt,intellectual property,legal
1411,JEFFERIES COMPANY TELECOM ADMINISTRATION AGREEMENT FOR INTERACTIVE BROKERS Redacted pdf txt,contracts,legal
1412,Client SOW Statement Work MODIFY RBOR RULES AND Redacted pdf txt,intellectual property,legal
1413,JEFF verc Redacted pdf txt,intellectual property,legal
1414,EZE CASTLE SOFTWARE LLC Limited Liability Company SERVICE PROVIDER CERTIFICATION redactions pdf txt,regulatory,legal
1415,MMOSER ASSOCIATES CONTRACTORS PROPOSAL LONDON OFFICE BUILDOUT pdf txt,intellectual property,legal
1416,LEVEL QUOTE FOR CALL PATHS pdf txt,contracts,legal
1417,WORKDAY INC ORDER FORM MSA pdf txt,intellectual property,legal
1418,OPTIV SECURITY INC MASTER AGREEMENT pdf txt,intellectual property,legal
1419,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company PRICING CHANGE ORDER AWS pdf txt,intellectual property,legal
1420,ECTS ECS Electronic Clearing Service Electronic Clearing System ESG Environmental social and governance Servicing Agreement pdf txt,contracts,legal
1421,MICROSOFT VOLUME LICENSING PRICE SHEET DIRECT SERVER CLOUD pdf txt,intellectual property,legal
1422,AMAZON WEB SERVICES INC AFFILIATE ADDENDUM ADDS ECTS pdf txt,intellectual property,legal
1423,MORGAN CHASE BANK REALTICK EXTRA BDX AGREEMENT redactions pdf txt,intellectual property,legal
1424,IDC AMENDMENT ORDER SCHEDULE NUMBER PLUSFEED SOCIEDAD BOLSAS AND MEFF pdf txt,contracts,legal
1425,IDC AMENDMENT NUMBER ORDER SCHEDULE pdf txt,contracts,legal
1426,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company ADDENDUM RENEWAL AND UPDATED PRICING TERMS Redacted pdf txt,contracts,legal
1427,JEFFERIES LLC Limited Liability Company AMENDMENT SERVICE UPGRADE ALGO GUI Redacted pdf txt,intellectual property,legal
1428,Wacker Executed Assignment Group pdf txt,contracts,legal
1429,JPMS verc Redacted pdf txt,contracts,legal
1430,IDC ORDER SCHEDULE NUMBER PLUS FEED pdf txt,intellectual property,legal
1431,BARCLAYS CAPITAL TELECOM ADMINISTRATION AGREEMENT FOR JAT CAPITAL Redacted pdf txt,contracts,legal
1432,MSCO verc Redacted pdf txt,contracts,legal
1433,INCISIVE MEDIA ORDER FORM ATIVO CASE STUDY REPRINT pdf txt,intellectual property,legal
1434,MICROSOFT MICROSOFT ENTERPRISE SERVICES WORK ORDER pdf txt,intellectual property,legal
1435,Client SOW Statement Work STATEMENT WORK Redacted pdf txt,intellectual property,legal
1436,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company CENTURYLINK TOTAL ADVANTAGE pdf txt,contracts,legal
1437,EQUINIX LIMITED GLOBAL TERMS AND CONDITIONS pdf txt,contracts,legal
1438,SALESFORCE COM INC ORDER FORM PARDOT WAVE pdf txt,intellectual property,legal
1439,CDW DIRECT LLC Limited Liability Company CUSTOMER SERVICE ORDER VERITAS TECHNOLOGIES pdf txt,intellectual property,legal
1440,UBSW verc Redacted pdf txt,contracts,legal
1441,MICROSOFT ENTERPRISE SERVICES WORK ORDER PDF txt,intellectual property,legal
1442,IDC CONSENT TRANSACTION SIGNED LETTER pdf txt,intellectual property,legal
1443,MMOSER ASSOCIATES JCT DESIGN AND BUILD CONTRACT LONDON OFFICE BUILDOUT pdf txt,contracts,legal
1444,Tradeweb Partnership Agreement ver pdf txt,contracts,legal
1445,Eze Eze India Secondment Agreement ver February pdf txt,contracts,legal
1446,UBS AGREEMENT GOVERNING UBS TRADEMARKS redactions pdf txt,intellectual property,legal
1447,Client ADDENDUM SOW Statement Work NUMBER REALTICK ETF Exchange Traded Fund PRICING Redacted pdf txt,intellectual property,legal
1448,UBS Redacted pdf txt,intellectual property,legal
1449,Lodestar Services Agreement Amend Number pdf txt,contracts,legal
1450,Eze Trade Web ver pdf txt,intellectual property,legal
1451,CQGT LLC Limited Liability Company CONSENT LETTER Retained Earnings ASSIGNMENT FROM REALTICK ECS Electronic Clearing Service Electronic Clearing System SIGNED pdf txt,intellectual property,legal
1452,MORGAN SECURITIES LLC Limited Liability Company AMENDMENT ECTS ASSIGNMENT SERVICE CERTIFY INDEX SWAP ALGO Redacted pdf txt,intellectual property,legal
1453,Total Advantage Agreement Amendment pdf txt,contracts,legal
1454,Client SOW Statement Work NUMBER MASTER AGMT FOR REALTICK LICENSES SLA Redacted pdf txt,intellectual property,legal
1455,INTERACTIVE CONSENT TRANSACTION SIGNED LETTER pdf txt,intellectual property,legal
1456,COMSTOCK AMENDMENT pdf txt,intellectual property,legal
1457,Stamford Washington Blvd Prime Lease pdf txt,contracts,legal
1458,Redacted Schedule PDF txt,intellectual property,legal
1459,INCISIVE MEDIA EVENT PACKAGE AGREEMENT pdf txt,sales and marketing,legal
1460,AIMA SINGAPORE ANNUAL FORUM SILVER SPONSORSHIP pdf txt,sales and marketing,legal
1461,BLUE BENEFIT ADMINISTRATORS MASSACHUSETTS CONTRACT ADMINISTRATION AGMT pdf txt,contracts,legal
1462,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company ADDENDUM LICENSE AGREEMENT Redacted pdf txt,intellectual property,legal
1463,Amend Number Porfolio Science Risk Partnership Agreement pdf txt,contracts,legal
1464,Abacus White Label Agreement Amend pdf txt,contracts,legal
1465,Trade Informatics Alliance Agreement pdf txt,corporate,legal
1466,Financial Sockets Disclosure Schedules APA Asset Purchase Agreement ver pdf txt,intellectual property,legal
1467,Client CONNECTION AGREEMENT Redacted pdf txt,contracts,legal
1468,CITIGROUP GLOBAL MARKETS ADDENDUM BROKER BROKER FEE Redacted pdf txt,corporate,legal
1469,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company AND AFFILIATES THIRD AMENDED SCHEDULE Redacted pdf txt,intellectual property,legal
1470,SALESFORCE COM INC ORDER FORM pdf txt,intellectual property,legal
1471,Morgan Stanley ver Redacted pdf txt,contracts,legal
1472,Goldman Sachs redaction needed pdf txt,intellectual property,legal
1473,Investor Analytics Risk Framework Partnership Agreement pdf txt,legal,legal
1474,Abacus Hosting Services Partnership Agreement pdf txt,intellectual property,legal
1475,SBSH verc Redacted pdf txt,intellectual property,legal
1476,Client SECOND AMENDMENT LICENSE DISTRIBUTION AGREEMENT Redacted pdf txt,sales and marketing,legal
1477,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company PRICING CHANGE ORDER NEW CIRCUIT pdf txt,contracts,legal
1478,Servicing Agreement Eze Eze Singapore pdf txt,contracts,legal
1479,Client Subscription Agreement Redacted pdf txt,contracts,legal
1480,MERRILL LYNCH OATS AGREEMENT Redacted pdf txt,contracts,legal
1481,Eze Canada ECS Electronic Clearing Service Electronic Clearing System LLC Limited Liability Company Servicing Agreement pdf txt,contracts,legal
1482,UBS SECURITIES LLC Limited Liability Company AMENDMENT AMEND SCH JOINT PRICING SERVICE NEW TERM AFFILIATES Redacted pdf txt,intellectual property,legal
1483,MORGAN STANLEY TELECOM ADMINISTRATION AGREEMENT FOR JAT CAPITAL Redacted pdf txt,contracts,legal
1484,ECI White Label Agreement pdf txt,intellectual property,legal
1485,PLATTS ADDITION DELAYED NYSE New York Stock Exchange NASDAQ National Association Securities Dealers Automated Quotations System and the world second largest stock exchange pdf txt,intellectual property,legal
1486,Client Software License Development and Maintenance Agreement Redacted pdf txt,intellectual property,legal
1487,Abacus White Label Agreement Brazil pdf txt,contracts,legal
1488,JEFF ver redaction needed pdf txt,contracts,legal
1489,JEFFERIES BACHE LLC Limited Liability Company VPN CONNECTION AGREEMENT Redacted pdf txt,contracts,legal
1490,INCISIVE MEDIA ADVERTISEMENT CONFIRMATION INSERTION ORDER pdf txt,intellectual property,legal
1491,MORGAN STANLEY Certificate Origin LLC Limited Liability Company ADDENDUM EXTENDING TERM JULY redactions PDF txt,contracts,legal
1492,CME INTERFACE DEVELOPMENT AND TESTING AGMT pdf txt,intellectual property,legal
1493,IDC Amendment SFA pdf txt,contracts,legal
1494,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company ADDENDUM AES redactions pdf txt,contracts,legal
1495,SMARTWEBS INC SOW Statement Work pdf txt,intellectual property,legal
1496,Amended and Restated Services Agreement pdf txt,contracts,legal
1497,WORKDAY INC AMENDMENT MSA PUBLICITY pdf txt,contracts,legal
1498,JEFFERIES CONNECTION AGREEMENT Redacted pdf txt,contracts,legal
1499,CITIGROUP GLOBAL MARKETS INC LICENSE AGREEMENT Redacted pdf txt,contracts,legal
1500,AITE GROUP LLC Limited Liability Company RESEARCH SERVICES AGREEMENT pdf txt,intellectual property,legal
1501,CLOUDCOACH INC MASTER SUBSCRIPTION AND SERVICES AGREEMENT pdf txt,intellectual property,legal
1502,Client ADDENDUM SOW Statement Work FOR DISTRIBUTION REALTICK LICENSES APPENDIX SLA Service Level Agreement Redacted pdf txt,technical and it,legal
1503,THOMSON REUTERS MARKETS LLC Limited Liability Company NOTICE Retained Earnings ASSIGNMENT FROM REALTICK ECS Electronic Clearing Service Electronic Clearing System pdf txt,intellectual property,legal
1504,ECS Electronic Clearing Service Electronic Clearing System LLC Limited Liability Company ECS Electronic Clearing Service Electronic Clearing System Inc Servicing Agrm eff pdf txt,contracts,legal
1505,Client Secure Remote Access Agreement Redacted pdf txt,contracts,legal
1506,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company INTL NETWORKING PRIVATE PORT QUOTE pdf txt,contracts,legal
1507,INTERACTIVE DATA Consent Assign pdf txt,intellectual property,legal
1508,MERRILL LYNCH AMENDMENT EXHIBIT pdf txt,intellectual property,legal
1509,EQUINIX ORDER IBX ORDER FOR RACK SERVERS Asset turnover CHICAGO FACILITY PDF txt,contracts,legal
1510,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company AMENDED SCHEDULE Redacted pdf txt,contracts,legal
1511,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company FIRST AMENDED SCHEDULE Redacted pdf txt,contracts,legal
1512,GSCO verc Redacted pdf txt,intellectual property,legal
1513,DEUTSCHE BANK WORK ORDER FIX ATDL Redacted pdf txt,regulatory,legal
1514,Matsco Solutions Hosting Services Partnership Agreement pdf txt,intellectual property,legal
1515,Algo Algotithm Integration letter redaction needed pdf txt,intellectual property,legal
1516,CDW DIRECT LLC Limited Liability Company STATEMENT WORK CISCO GLOBAL DIAL AND EMERGENCY RESPONDER pdf txt,intellectual property,legal
1517,IDC CONSENT LETTER Retained Earnings ASSIGNMENT FROM REALTICK ECS Electronic Clearing Service Electronic Clearing System MLA SIGNED pdf txt,intellectual property,legal
1518,EQUINIX OPERATING Certificate Origin CUSTOM SERVICE ORDER EQUIPMENT FOR DATA CENTER pdf txt,contracts,legal
1519,BOBSGUIDE ORDER FORM FOR PROVM pdf txt,intellectual property,legal
1520,DEUTSCHE BANK SECURITIES INC SIXTH AMENDMENT SOFTWARE SERVICE AND LICENSE AGMT redactions PDF txt,contracts,legal
1521,AITE GROUP LLC Limited Liability Company RESEARCH SERVICES AGMT pdf txt,intellectual property,legal
1522,MLCO Cloud ver with Client Fee Redacted pdf txt,intellectual property,legal
1523,Client ASSIGNMENT MASTER AGREEMENT AND SOWS FROM EZE SOFTWARE GROUP ECTS Redacted pdf txt,contracts,legal
1524,Eze Castle Master Availablity and Rate Date Letter pdf txt,intellectual property,legal
1525,UBS RENEWAL LETTER redactions pdf txt,intellectual property,legal
1526,MICROSOFT SERVER CLOUD ENROLLMENT pdf txt,tax,legal
1527,CLOUDCOACH INC MASTER SUBSCRIPTION AND SERVICES AGMT ORDER FORM pdf txt,intellectual property,legal
1528,EQUINIX NOVATION AGREEMENT REALTICK ECS Electronic Clearing Service Electronic Clearing System ASSIGNMENT pdf txt,contracts,legal
1529,MORGAN STANLEY Certificate Origin LLC Limited Liability Company AMENDMENT CONNECTIVITY FEES Redacted pdf txt,intellectual property,legal
1530,AIMA APPLICATION FOR AIMA MEMBERSHIP pdf txt,contracts,legal
1531,Tango Tech White Label Agreement pdf txt,contracts,legal
1532,LEVEL COMMUNICATIONS LETTER AUTHORIZATION pdf txt,intellectual property,legal
1533,Lodestar Services Agreement Amend pdf txt,contracts,legal
1534,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company SECOND AMENDED SCHEDULE Redacted pdf txt,intellectual property,legal
1535,MORGAN STANLEY Certificate Origin INCORPORATED ADDENDUM EXTENSION TERM AGREEMENT redactions PDF txt,contracts,legal
1536,MORGAN CHASE BANK LICENSE AND DISTRIBUTION AGREEMENT Redacted pdf txt,sales and marketing,legal
1537,INCISIVE RISK INFORMATION LIMITED BUY SIDE TECH AWARDS EUROPE SPONSORSHIP pdf txt,intellectual property,legal
1538,IDC Amendment SFA pdf txt,contracts,legal
1539,CDW TERMS AND CONDITIONS FOR SALES AND SERVICE WWW CDW COM pdf txt,contracts,legal
1540,NASDAQ National Association Securities Dealers Automated Quotations System and the world second largest stock exchange OMX GROUP INC NOTICE ASSIGNMENT LETTER PDF txt,regulatory,legal
1541,Servicing Agreement Eze Eze Australia pdf txt,contracts,legal
1542,Servicing Agreement ECS Converg Ex Brasil ver pdf txt,contracts,legal
1543,AMAZON WEB SERVICES INC AMEND ENTERPRISE AGREEMENT pdf txt,intellectual property,legal
1544,JEFFERIES COMPANY LICENSE AND DISTRIBUTION AGREEMENT Redacted pdf txt,technical and it,legal
1545,IDC AMENDMENT NUMBER SFA TICKS SERVICES pdf txt,contracts,legal
1546,IDC Amendment SFA pdf txt,contracts,legal
1547,ECS Electronic Clearing Service Electronic Clearing System Bost redaction needed pdf txt,intellectual property,legal
1548,IDC AMENDMENT SFA UNCAP MILAN CIRCUIT pdf txt,contracts,legal
1549,NASDAQ National Association Securities Dealers Automated Quotations System and the world second largest stock exchange OMX GROUP INC GLOBAL DATA AGMT REPLACES SIGNED DOC pdf txt,intellectual property,legal
1550,Matsco White Label Agreement pdf txt,contracts,legal
1551,SBSH verc Redacted pdf txt,intellectual property,legal
1552,Barclays Eze Locate Services Agreement verc Redacted pdf txt,contracts,legal
1553,Bloomberg Software Development Agreement Exhibit ver pdf txt,intellectual property,legal
1554,BARCLAYS CAPITAL TELECOM ADMINISTRATION AGREEMENT BREVAN HOWARD Redacted pdf txt,contracts,legal
1555,IDC AMEND ORDER SCHEDULE TICKS SERVICES FOR KANSAS CITY AND MINNEAPOLIS MARKET pdf txt,contracts,legal
1556,EQUINIX OPERATING Certificate Origin INC EQUINIX IBX SERVICE ORDER FLEX STORAGE SPACE pdf txt,contracts,legal
1557,REALTICK LLC Limited Liability Company GLOBAL MEMBER MEMBERSHIP pdf txt,intellectual property,legal
1558,SALESFORCE ORDER FORM SERVICE CLOUD UNLIMITED EDITION pdf txt,intellectual property,legal
1559,SALESFORCE COM INC ORDER FORM LICENSES pdf txt,intellectual property,legal
1560,MICROSOFT LICENSING Gross Profit VOLUME LICENSING FOR REALTICK AZURE CPS PDF txt,intellectual property,legal
1561,MORGAN FUTURES INC ADDENDUM MODIFIES FLAT PRICING AND TERM Redacted pdf txt,contracts,legal
1562,ECI White Label Agreement Amend pdf txt,intellectual property,legal
1563,WORKDAY INC MASTER SUBSCRIPTION AGREEMENT pdf txt,contracts,legal
1564,Goldman Australia verc pdf txt,intellectual property,legal
1565,UTI Sub K Redacted pdf txt,contracts,legal
1566,Client ADDENDUM MOVES SOW Statement Work UNDER NEW MASTER AGREEMENT Redacted pdf txt,intellectual property,legal
1567,DEUTSCHE BANK SECURITIES INC SEVENTH AMENDMENT LICENSE AGMT THIRD AMEND Redacted pdf txt,contracts,legal
1568,LEVEL COMMUNICATIONS LLC Limited Liability Company MASTER SERVICE AGREEMENT pdf txt,contracts,legal
1569,Trade Informatics Reseller Agreement pdf txt,intellectual property,legal
1570,IDC AMENDMENT SFA AGMT GTIS FIXED INCOME pdf txt,contracts,legal
1571,Eze Castle Amendment Custom Work Order Terms and Conditions verc redaction needed pdf txt,contracts,legal
1572,Notice Renewal redaction needed pdf txt,intellectual property,legal
1573,IDC AMENDMENT SERVICE FACILITATOR AGREEMENT NEW PRICING TERMS pdf txt,contracts,legal
1574,JPMS ver Redacted pdf txt,intellectual property,legal
1575,ANCERNO DISTRIBUTION AGREEMENT ABEL NOSER pdf txt,sales and marketing,legal
1576,LEVEL ORDER FORM QUOTES PDF txt,contracts,legal
1577,Client Subscription Agreement Redacted pdf txt,contracts,legal
1578,CLOUDCOACH INC QUOTATION ANNUAL SUBSCRIPTION LICENSES pdf txt,intellectual property,legal
1579,DBKS verc Redacted pdf txt,contracts,legal
1580,Goldman Sachs Redacted pdf txt,intellectual property,legal
1581,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company ADDENDUM SPLIT BILLING TERMS FOR TRADEWIRE Redacted pdf txt,contracts,legal
1582,MSCO Sch ver Redacted pdf txt,contracts,legal
1583,SALESFORCE COM INC ORDER FORM CPQ pdf txt,intellectual property,legal
1584,IDC LETTER Retained Earnings AMENDMENT ORDER SCHEDULE TERM CHI DATA pdf txt,intellectual property,legal
1585,SALESFORCE COM INC ORDER FORM pdf txt,intellectual property,legal
1586,Tango Tech Hosting Services Partnership Agreement Amend pdf txt,intellectual property,legal
1587,Client Subscription Agreement Redacted pdf txt,contracts,legal
1588,GSCO NDA Non Disclosure Agreement verc redaction needed pdf txt,contracts,legal
1589,Jefferies verc Redacted pdf txt,intellectual property,legal
1590,MICROSOFT ENTERPRISE ENROLLMENT DOCS pdf txt,intellectual property,legal
1591,Credit Suisse ver Redacted pdf txt,intellectual property,legal
1592,Thomson Reuters Market Data Partner Agreement pdf txt,intellectual property,legal
1593,MICROSOFT LICENSING Gross Profit PROGRAM SIGNATURE FORM BFYZASA pdf txt,intellectual property,legal
1594,LEVEL AFTER HOURS LNP LEVEL SUPPORT PDF txt,intellectual property,legal
1595,Lodestar Services Agreement Amend Number pdf txt,intellectual property,legal
1596,MERRILL LYNCH LEHMAN LETTER AGREEMENT AMENDING AND Redacted pdf txt,contracts,legal
1597,BARCLAYS CAPITAL INC ADDENDUM TERM SERVICE AFFILIATES SLA FIRST AMENDED SCHEDULE Redacted pdf txt,contracts,legal
1598,MICROSOFT CORPORATION PREMIER SUPPORT SERVICES RENEWAL pdf txt,intellectual property,legal
1599,AITE GROUP LLC Limited Liability Company RESEARCH SERVICES AGREEMENT pdf txt,intellectual property,legal
1600,SALESFORCE COM INC ORDER FORM pdf txt,intellectual property,legal
1601,Fin Analytica Risk Framework Agreement Whitebox Referral Claim pdf txt,intellectual property,legal
1602,Century Link Total Advantage Amendment March pdf txt,intellectual property,legal
1603,MICROSOFT LICENSING Gross Profit PROGRAM SIGNATURE FORM BNFXRNG pdf txt,intellectual property,legal
1604,IDC Amendment SFA pdf txt,contracts,legal
1605,Realtick Eze Reprice Redacted pdf txt,regulatory,legal
1606,Notice Renewal redaction needed pdf txt,intellectual property,legal
1607,MICROSOFT LICENSING Gross Profit PROGRAM SIGNATURE FORM BFYUNLNC PDF txt,intellectual property,legal
1608,JPMS Eclipse ver Redacted pdf txt,intellectual property,legal
1609,Goldman verc Redacted pdf txt,intellectual property,legal
1610,CONNECTION SALES CORPORATION SOW Statement Work pdf txt,intellectual property,legal
1611,JEFFERIES LLC Limited Liability Company AMENDMENT FOURTH AMENDED SCHEDULE Redacted pdf txt,intellectual property,legal
1612,Amend Number Porfolio Science Risk Partnership Agreement pdf txt,contracts,legal
1613,AITE GROUP LLC Limited Liability Company MARKET SHARE STUDY pdf txt,sales and marketing,legal
1614,CDW DIRECT LLC Limited Liability Company STATEMENT WORK UNIFIED COMMUNICATIONS REMEDIATION pdf txt,intellectual property,legal
1615,CSFB ver Redacted pdf txt,intellectual property,legal
1616,Abacus White Label Agreement pdf txt,contracts,legal
1617,Client Schedule Subscription Agreement Redacted pdf txt,contracts,legal
1618,IDC Amendment Eze SFA PDF txt,contracts,legal
1619,Amendment CSA ECS Electronic Clearing Service Electronic Clearing System ECTS pdf txt,intellectual property,legal
1620,Abacus White Label Agreement Brazil Amend Number pdf txt,intellectual property,legal
1621,MORGAN STANLEY Certificate Origin LLC Limited Liability Company LICENSE AGREEMENT Redacted pdf txt,intellectual property,legal
1622,WORKDAY LIVE CHECKLIST pdf txt,tax,legal
1623,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company CENTURYLINK TOTAL ADVANTAGE pdf txt,contracts,legal
1624,Wise Trading Reseller Areement pdf txt,intellectual property,legal
1625,MERRILL LYNCH PIERCE FENNER SMITH INC AMENDMENT SECOND AMENDED SCHED TERM Redacted pdf txt,contracts,legal
1626,SALESFORCE COM INC ORDER FORM pdf txt,intellectual property,legal
1627,MSCO Client Confidentiality letter verc Redacted pdf txt,contracts,legal
1628,Client Subscription Agreement Redacted pdf txt,contracts,legal
1629,BOBSGUIDE SUBSCRIPTION RENEWAL pdf txt,intellectual property,legal
1630,EQUINIX LIMITED MASTER COUNTRY AGREEMENT pdf txt,contracts,legal
1631,COMSTOCK AMENDMENT MEXICAN STOCK EXCHANGE pdf txt,intellectual property,legal
1632,Appatize Media Eze Transaction Technology Assignment Agreement pdf txt,intellectual property,legal
1633,MORGAN STANLEY Certificate Origin LLC Limited Liability Company AMENDMENT THIRD PARTY BILLING AND MONTHLY MINIMUM Redacted pdf txt,contracts,legal
1634,DEUTSCHE BANK SECURITIES INC AMENDMENT CONNECTIVITY FEES Redacted pdf txt,contracts,legal
1635,SBSH Cloud ver Redacted pdf txt,intellectual property,legal
1636,ETG Infrastructure Services Agreement pdf txt,intellectual property,legal
1637,ECI Agreement ver pdf txt,intellectual property,legal
1638,AIMA GLOBAL MEMBERSHIP FOR EZE CANADA pdf txt,intellectual property,legal
1639,Client SUBSCRIBER AGMT Redacted pdf txt,intellectual property,legal
1640,IDC AMENDMENT SFA SERVICE FACILITATOR AGREEMENT INCREASE FROM pdf txt,contracts,legal
1641,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company PRIVATE PORT FINAL QUOTE INDIA pdf txt,contracts,legal
1642,Sun Gard Referral Agreement Amend ver pdf txt,contracts,legal
1643,CONNECTION NET ACCOUNT TERMS AND CONDITIONS PDF txt,regulatory,legal
1644,CHI CANADA ATS LIMITED DATA AGREEMENT pdf txt,contracts,legal
1645,Third Avenue Company LLC Limited Liability Company Lease for Third Avenue pdf txt,contracts,legal
1646,COMSTOCK CUSTOMER MIGRATION AGREEMENT pdf txt,intellectual property,legal
1647,Sun Gard Referral Agreement Amendment ver pdf txt,contracts,legal
1648,NASDAQ National Association Securities Dealers Automated Quotations System and the world second largest stock exchange OMX GROUP INC NOTICE LETTER Retained Earnings ASSIGNMENT FROM REALTICK ECS Electronic Clearing Service Electronic Clearing System REVISED pdf txt,intellectual property,legal
1649,MOSER DESIGN ASSOCIATES INDIA CONTRACT FOR TURNKEY DESIGN BUILD CONSTRUCTION pdf txt,intellectual property,legal
1650,NASDAQ National Association Securities Dealers Automated Quotations System and the world second largest stock exchange OMX GLOBAL DATA AGREEMENT EXECUTED pdf txt,intellectual property,legal
1651,INTERACTIVE DATA SCHEDULE DATA AND DATA DELIVERY SERVICES pdf txt,contracts,legal
1652,GOLDMAN SACHS EXECUTION CLEARING Limited Partner Limited Partnership THIRD AMENDED LIMITED SPONSORSHIP AGMT TERM Redacted pdf txt,contracts,legal
1653,IDC AMENDMENT SFA LME TICKS SERVICE INTO pdf txt,intellectual property,legal
1654,ICE Intercontinental Exchange DATA VENDOR AGREEMENT PDF txt,intellectual property,legal
1655,IDC CHANGE CONTROL CONSENT LETTER Retained Earnings MASTER LICENSE AGREEMENT pdf txt,intellectual property,legal
1656,TRANE INC CONTROLS PROPOSAL CHILLER PLANT pdf txt,intellectual property,legal
1657,TSX VENTURE EXCHANGE INC VENDOR GATEWAY ORDER ENTRY AGREEMENT pdf txt,intellectual property,legal
1658,SALESFORCE COM INC PROFESSIONAL SERVICES AGMT pdf txt,intellectual property,legal
1659,Marketing use letter pdf txt,sales and marketing,legal
1660,LEH BAR Cure Letter Redacted pdf txt,corporate,legal
1661,Bloomberg Addendum API pdf txt,intellectual property,legal
1662,Deutsche Bank Redacted pdf txt,intellectual property,legal
1663,JEFFERIES LLC Limited Liability Company AMENDMENT ECTS ASSIGNMENT AND MULTI LEG OPTION UPDATE Redacted pdf txt,contracts,legal
1664,Client PROFESSIONAL SERVICES AGMT Redacted pdf txt,contracts,legal
1665,UBSW verc Redacted pdf txt,intellectual property,legal
1666,MORGAN STANLEY PAYMENT TERMS ACCEPTANCE NET redactions pdf txt,contracts,legal
1667,Trade Informatics Reseller Agreement Addendum pdf txt,contracts,legal
1668,GOLDMAN SACHS Certificate Origin TRADING DATA FEEDS AGREEMENT redactions pdf txt,contracts,legal
1669,WORKDAY INC ORDER FORM DEPLOYMENT TENANT pdf txt,intellectual property,legal
1670,JPMS verc Redacted pdf txt,intellectual property,legal
1671,THOMSON REUTERS THOMSON REUTERS SERVICES CONTRACT TRSC pdf txt,contracts,legal
1672,MORGAN ADDENDUM AMENDED RESTATED LICENSE AND DISTRIBUTION AGMT Redacted pdf txt,sales and marketing,legal
1673,Portfolio Science Enhanced Risk Framework Partnership pdf txt,contracts,legal
1674,WORKDAY INC ORDER FORM GROWTH pdf txt,corporate,legal
1675,CDW DIRECT LLC Limited Liability Company STATEMENT WORK HOC SERVICES pdf txt,intellectual property,legal
1676,MORGAN SECURITIES LLC Limited Liability Company AMENDMENT EXTENSION AGREEMENT redactions PDF txt,contracts,legal
1677,UBS LONDON BRANCH AMENDMENT ECTS ASSIGNMENT AND VPN FEES Redacted pdf txt,intellectual property,legal
1678,IDC AMENDMENT NUMBER ORDER SCHEDULE NUMBER PLUSFEED pdf txt,intellectual property,legal
1679,MYO Eze Software Asia Pacific Ltd Limited Company Stamped pdf txt,contracts,legal
